epoch,exposure_train_loss,exposure_val_loss,step
0,2.826695442199707,,0
0,,2.5477755069732666,0
1,2.814530372619629,,1
1,,2.5473623275756836,1
2,2.802539110183716,,2
2,,2.547050714492798,2
3,2.7906885147094727,,3
3,,2.546821117401123,3
4,2.778993606567383,,4
4,,2.546678066253662,4
5,2.7674553394317627,,5
5,,2.5465941429138184,5
6,2.756056308746338,,6
6,,2.546546459197998,6
7,2.7448368072509766,,7
7,,2.5465307235717773,7
8,2.7338030338287354,,8
8,,2.5465314388275146,8
9,2.722952127456665,,9
9,,2.5465152263641357,9
