epoch,outcome_train_loss,outcome_val_loss,step
0,1.7265040874481201,,0
0,,1.6991512775421143,0
1,1.7258825302124023,,1
1,,1.6988303661346436,1
2,1.7252775430679321,,2
2,,1.698525309562683,2
3,1.7246888875961304,,3
3,,1.6982362270355225,3
4,1.7241166830062866,,4
4,,1.6979631185531616,4
5,1.723561406135559,,5
5,,1.6977061033248901,5
6,1.7230230569839478,,6
6,,1.6974648237228394,6
7,1.7225017547607422,,7
7,,1.6972392797470093,7
8,1.7219974994659424,,8
8,,1.6970293521881104,8
9,1.7215107679367065,,9
9,,1.6968344449996948,9
10,1.7210410833358765,,10
10,,1.6966546773910522,10
11,1.720588207244873,,11
11,,1.6964894533157349,11
12,1.7201528549194336,,12
12,,1.696338415145874,12
13,1.7197344303131104,,13
13,,1.696201205253601,13
14,1.7193320989608765,,14
14,,1.6960769891738892,14
15,1.718946933746338,,15
15,,1.6959657669067383,15
16,1.7185776233673096,,16
16,,1.6958669424057007,16
