epoch,outcome_train_loss,outcome_val_loss,step
0,1.7566694021224976,,0
0,,1.7074754238128662,0
1,1.7558480501174927,,1
1,,1.7066915035247803,1
2,1.7550357580184937,,2
2,,1.7059167623519897,2
3,1.7542325258255005,,3
3,,1.7051514387130737,3
4,1.7534387111663818,,4
4,,1.7043954133987427,4
5,1.7526543140411377,,5
5,,1.7036490440368652,5
6,1.7518795728683472,,6
6,,1.702912449836731,6
7,1.7511144876480103,,7
7,,1.7021853923797607,7
8,1.7503591775894165,,8
8,,1.701468586921692,8
9,1.749613642692566,,9
9,,1.7007616758346558,9
