epoch,outcome_train_loss,outcome_val_loss,step
0,1.7129435539245605,,0
0,,1.7554682493209839,0
1,1.7124857902526855,,1
1,,1.7551096677780151,1
2,1.7120361328125,,2
2,,1.7547590732574463,2
3,1.7115949392318726,,3
3,,1.754417061805725,3
4,1.7111619710922241,,4
4,,1.7540842294692993,4
5,1.7107374668121338,,5
5,,1.7537598609924316,5
6,1.7103219032287598,,6
6,,1.753445029258728,6
7,1.7099149227142334,,7
7,,1.7531391382217407,7
8,1.709517002105713,,8
8,,1.7528427839279175,8
9,1.7091281414031982,,9
9,,1.7525560855865479,9
