epoch,exposure_train_loss,exposure_val_loss,step
0,2.74723219871521,,0
0,,2.5175845623016357,0
1,2.737813949584961,,1
1,,2.518299102783203,1
2,2.7286016941070557,,2
2,,2.5189504623413086,2
3,2.7195653915405273,,3
3,,2.519540548324585,3
4,2.7106997966766357,,4
4,,2.520080089569092,4
5,2.702033042907715,,5
5,,2.520570755004883,5
6,2.6935794353485107,,6
6,,2.5210025310516357,6
7,2.6853203773498535,,7
7,,2.521357536315918,7
8,2.6772477626800537,,8
8,,2.521665573120117,8
9,2.669372797012329,,9
9,,2.5219180583953857,9
10,2.6616899967193604,,10
10,,2.522108554840088,10
11,2.6542232036590576,,11
11,,2.5222837924957275,11
12,2.6469719409942627,,12
12,,2.5224549770355225,12
13,2.639930248260498,,13
13,,2.5226001739501953,13
14,2.6330904960632324,,14
14,,2.522714853286743,14
15,2.626471519470215,,15
15,,2.5228443145751953,15
16,2.620060920715332,,16
16,,2.522982597351074,16
17,2.6138739585876465,,17
17,,2.5231213569641113,17
18,2.60791277885437,,18
18,,2.5232980251312256,18
19,2.602181911468506,,19
19,,2.523451805114746,19
20,2.596668004989624,,20
20,,2.5236399173736572,20
