epoch,exposure_train_loss,exposure_val_loss,step
0,2.6359245777130127,,0
0,,2.4053544998168945,0
1,2.6230576038360596,,1
1,,2.4068386554718018,1
2,2.610419988632202,,2
2,,2.4081826210021973,2
3,2.5979976654052734,,3
3,,2.4093236923217773,3
4,2.585843086242676,,4
4,,2.410263776779175,4
5,2.5739424228668213,,5
5,,2.4109995365142822,5
6,2.562312126159668,,6
6,,2.4114861488342285,6
7,2.550917863845825,,7
7,,2.411691427230835,7
8,2.5397825241088867,,8
8,,2.411653995513916,8
9,2.528883457183838,,9
9,,2.4113757610321045,9
10,2.518223762512207,,10
10,,2.4108190536499023,10
11,2.5078134536743164,,11
11,,2.409970998764038,11
12,2.4976389408111572,,12
12,,2.408781051635742,12
13,2.4877097606658936,,13
13,,2.4072306156158447,13
14,2.478044033050537,,14
14,,2.4053289890289307,14
15,2.4686508178710938,,15
15,,2.4030492305755615,15
16,2.4595000743865967,,16
16,,2.4003710746765137,16
17,2.450591802597046,,17
17,,2.3972816467285156,17
18,2.4419031143188477,,18
18,,2.3938488960266113,18
19,2.433473825454712,,19
19,,2.3901312351226807,19
20,2.425356388092041,,20
20,,2.3861029148101807,20
21,2.4175047874450684,,21
21,,2.381836414337158,21
22,2.409874439239502,,22
22,,2.3773388862609863,22
23,2.4024546146392822,,23
23,,2.372615098953247,23
24,2.395244598388672,,24
24,,2.3677051067352295,24
25,2.3882577419281006,,25
25,,2.362570285797119,25
26,2.3814992904663086,,26
26,,2.3573496341705322,26
27,2.3749613761901855,,27
27,,2.3521103858947754,27
28,2.3686161041259766,,28
28,,2.3468456268310547,28
29,2.3624539375305176,,29
29,,2.3414995670318604,29
30,2.3564810752868652,,30
30,,2.3360772132873535,30
31,2.3507144451141357,,31
31,,2.330655097961426,31
32,2.3451650142669678,,32
32,,2.3252856731414795,32
33,2.3398306369781494,,33
33,,2.320019245147705,33
34,2.3346850872039795,,34
34,,2.3148415088653564,34
35,2.3297340869903564,,35
35,,2.309861183166504,35
36,2.324965238571167,,36
36,,2.305069923400879,36
37,2.3203585147857666,,37
37,,2.300391674041748,37
38,2.3159217834472656,,38
38,,2.2958476543426514,38
39,2.311629295349121,,39
39,,2.291477918624878,39
40,2.3074629306793213,,40
40,,2.287257671356201,40
41,2.3034415245056152,,41
41,,2.2831692695617676,41
42,2.2995760440826416,,42
42,,2.279252529144287,42
43,2.2958691120147705,,43
43,,2.275484800338745,43
44,2.292297124862671,,44
44,,2.27193021774292,44
45,2.2888619899749756,,45
45,,2.2686307430267334,45
46,2.2855708599090576,,46
46,,2.2655367851257324,46
47,2.2823984622955322,,47
47,,2.262611150741577,47
48,2.2793407440185547,,48
48,,2.259840488433838,48
49,2.2763755321502686,,49
49,,2.257199764251709,49
50,2.273512601852417,,50
50,,2.254669427871704,50
51,2.2707602977752686,,51
51,,2.252260446548462,51
52,2.268106698989868,,52
52,,2.2499656677246094,52
53,2.265554189682007,,53
53,,2.247798442840576,53
54,2.263089418411255,,54
54,,2.2457382678985596,54
55,2.2607080936431885,,55
55,,2.243755578994751,55
56,2.258415937423706,,56
56,,2.2418925762176514,56
57,2.256196975708008,,57
57,,2.2401440143585205,57
58,2.2540509700775146,,58
58,,2.238471031188965,58
59,2.2519705295562744,,59
59,,2.2368571758270264,59
60,2.249948501586914,,60
60,,2.2353250980377197,60
61,2.247976541519165,,61
61,,2.233849287033081,61
62,2.246060371398926,,62
62,,2.2324209213256836,62
63,2.244198799133301,,63
63,,2.231031656265259,63
64,2.2423861026763916,,64
64,,2.229672431945801,64
65,2.2406156063079834,,65
65,,2.2283554077148438,65
66,2.238898992538452,,66
66,,2.227085828781128,66
67,2.237234354019165,,67
67,,2.225862741470337,67
68,2.235609531402588,,68
68,,2.2246768474578857,68
