epoch,exposure_train_loss,exposure_val_loss,step
0,2.9451045989990234,,0
0,,2.504293918609619,0
1,2.929992914199829,,1
1,,2.5131642818450928,1
2,2.91500186920166,,2
2,,2.5218446254730225,2
3,2.900137424468994,,3
3,,2.5303094387054443,3
4,2.885404586791992,,4
4,,2.538558006286621,4
5,2.8708128929138184,,5
5,,2.546574354171753,5
6,2.8563926219940186,,6
6,,2.554335594177246,6
7,2.8421499729156494,,7
7,,2.5618269443511963,7
8,2.8280742168426514,,8
8,,2.5690078735351562,8
9,2.814178705215454,,9
9,,2.5758216381073,9
