epoch,outcome_train_loss,outcome_val_loss,step
0,1.6732958555221558,,0
0,,1.7102439403533936,0
1,1.6718169450759888,,1
1,,1.7086708545684814,1
2,1.670340657234192,,2
2,,1.7071003913879395,2
3,1.6688672304153442,,3
3,,1.7055331468582153,3
4,1.6673966646194458,,4
4,,1.7039684057235718,4
5,1.6659287214279175,,5
5,,1.7024065256118774,5
6,1.6644634008407593,,6
6,,1.7008476257324219,6
7,1.6630008220672607,,7
7,,1.6992913484573364,7
8,1.6615407466888428,,8
8,,1.6977378129959106,8
9,1.660083293914795,,9
9,,1.6961870193481445,9
10,1.6586285829544067,,10
10,,1.694638967514038,10
11,1.6571762561798096,,11
11,,1.6930932998657227,11
12,1.6557261943817139,,12
12,,1.6915502548217773,12
13,1.6542786359786987,,13
13,,1.6900097131729126,13
14,1.6528337001800537,,14
14,,1.6884716749191284,14
15,1.651390790939331,,15
15,,1.6869356632232666,15
16,1.6499501466751099,,16
16,,1.6854021549224854,16
17,1.6485117673873901,,17
17,,1.6838710308074951,17
18,1.6470751762390137,,18
18,,1.6823418140411377,18
19,1.6456407308578491,,19
19,,1.6808147430419922,19
20,1.644208312034607,,20
20,,1.6792893409729004,20
21,1.642777681350708,,21
21,,1.6777664422988892,21
22,1.6413488388061523,,22
22,,1.6762447357177734,22
23,1.6399215459823608,,23
23,,1.6747252941131592,23
24,1.6384960412979126,,24
24,,1.67320716381073,24
25,1.637071967124939,,25
25,,1.6716907024383545,25
26,1.6356494426727295,,26
26,,1.6701759099960327,26
27,1.6342284679412842,,27
27,,1.6686620712280273,27
28,1.6328084468841553,,28
28,,1.6671500205993652,28
29,1.6313896179199219,,29
29,,1.66563880443573,29
30,1.629972219467163,,30
30,,1.6641287803649902,30
31,1.6285552978515625,,31
31,,1.6626195907592773,31
32,1.6271398067474365,,32
32,,1.6611114740371704,32
33,1.6257251501083374,,33
33,,1.6596039533615112,33
34,1.624311089515686,,34
34,,1.6580971479415894,34
35,1.6228975057601929,,35
35,,1.6565911769866943,35
36,1.6214847564697266,,36
36,,1.6550853252410889,36
37,1.6200721263885498,,37
37,,1.6535800695419312,37
38,1.6186602115631104,,38
38,,1.6520750522613525,38
39,1.6172484159469604,,39
39,,1.6505701541900635,39
40,1.6158367395401,,40
40,,1.6490652561187744,40
41,1.6144253015518188,,41
41,,1.647560715675354,41
42,1.6130136251449585,,42
42,,1.646055817604065,42
43,1.6116020679473877,,43
43,,1.6445508003234863,43
44,1.6101903915405273,,44
44,,1.643045425415039,44
45,1.608778476715088,,45
45,,1.6415396928787231,45
46,1.6073662042617798,,46
46,,1.640033483505249,46
47,1.6059534549713135,,47
47,,1.6385266780853271,47
48,1.6045399904251099,,48
48,,1.637019157409668,48
49,1.6031262874603271,,49
49,,1.635511040687561,49
50,1.601711630821228,,50
50,,1.6340023279190063,50
51,1.6002963781356812,,51
51,,1.6324923038482666,51
52,1.598880410194397,,52
52,,1.6309814453125,52
53,1.5974632501602173,,53
53,,1.629469394683838,53
54,1.5960452556610107,,54
54,,1.6279563903808594,54
55,1.5946259498596191,,55
55,,1.6264418363571167,55
56,1.5932059288024902,,56
56,,1.6249263286590576,56
57,1.5917843580245972,,57
57,,1.6234091520309448,57
58,1.5903618335723877,,58
58,,1.621890902519226,58
59,1.5889378786087036,,59
59,,1.6203709840774536,59
60,1.587512493133545,,60
60,,1.6188491582870483,60
61,1.5860854387283325,,61
61,,1.6173256635665894,61
62,1.5846569538116455,,62
62,,1.6158007383346558,62
63,1.5832269191741943,,63
63,,1.6142739057540894,63
64,1.5817952156066895,,64
64,,1.6127451658248901,64
65,1.5803618431091309,,65
65,,1.6112143993377686,65
66,1.57892644405365,,66
66,,1.6096818447113037,66
67,1.5774892568588257,,67
67,,1.6081470251083374,67
68,1.5760506391525269,,68
68,,1.6066100597381592,68
69,1.574609398841858,,69
69,,1.605070948600769,69
70,1.5731666088104248,,70
70,,1.6035298109054565,70
71,1.5717216730117798,,71
71,,1.6019861698150635,71
72,1.5702745914459229,,72
72,,1.600440263748169,72
73,1.5688252449035645,,73
73,,1.5988919734954834,73
74,1.5673738718032837,,74
74,,1.5973411798477173,74
75,1.565920114517212,,75
75,,1.5957878828048706,75
76,1.5644638538360596,,76
76,,1.5942320823669434,76
77,1.5630056858062744,,77
77,,1.5926735401153564,77
78,1.5615448951721191,,78
78,,1.591112494468689,78
79,1.5600817203521729,,79
79,,1.5895487070083618,79
80,1.5586159229278564,,80
80,,1.5879820585250854,80
81,1.5571476221084595,,81
81,,1.5864129066467285,81
82,1.5556769371032715,,82
82,,1.5848406553268433,82
83,1.5542036294937134,,83
83,,1.5832654237747192,83
84,1.552727222442627,,84
84,,1.5816874504089355,84
85,1.551248550415039,,85
85,,1.5801066160202026,85
86,1.5497668981552124,,86
86,,1.5785226821899414,86
87,1.5482828617095947,,87
87,,1.5769357681274414,87
88,1.5467957258224487,,88
88,,1.575345516204834,88
89,1.545305609703064,,89
89,,1.5737526416778564,89
90,1.5438131093978882,,90
90,,1.5721560716629028,90
91,1.5423173904418945,,91
91,,1.570556640625,91
92,1.5408188104629517,,92
92,,1.5689541101455688,92
93,1.53931725025177,,93
93,,1.5673481225967407,93
94,1.5378128290176392,,94
94,,1.5657389163970947,94
95,1.5363051891326904,,95
95,,1.5641266107559204,95
96,1.534794569015503,,96
96,,1.56251060962677,96
97,1.5332810878753662,,97
97,,1.5608916282653809,97
98,1.531764268875122,,98
98,,1.559268832206726,98
99,1.5302444696426392,,99
99,,1.5576430559158325,99
100,1.5287213325500488,,100
100,,1.5560137033462524,100
101,1.5271953344345093,,101
101,,1.5543808937072754,101
102,1.5256659984588623,,102
102,,1.5527445077896118,102
103,1.5241334438323975,,103
103,,1.5511045455932617,103
104,1.5225975513458252,,104
104,,1.5494612455368042,104
105,1.5210585594177246,,105
105,,1.5478144884109497,105
106,1.5195162296295166,,106
106,,1.5461640357971191,106
107,1.5179706811904907,,107
107,,1.5445101261138916,107
108,1.516421914100647,,108
108,,1.542852520942688,108
109,1.5148698091506958,,109
109,,1.5411912202835083,109
110,1.5133142471313477,,110
110,,1.5395265817642212,110
111,1.5117555856704712,,111
111,,1.5378581285476685,111
112,1.5101934671401978,,112
112,,1.5361863374710083,112
113,1.5086281299591064,,113
113,,1.5345103740692139,113
114,1.5070592164993286,,114
114,,1.532831072807312,114
115,1.5054869651794434,,115
115,,1.531148076057434,115
116,1.5039114952087402,,116
116,,1.5294616222381592,116
117,1.502332329750061,,117
117,,1.5277713537216187,117
118,1.5007503032684326,,118
118,,1.5260775089263916,118
119,1.4991645812988281,,119
119,,1.5243797302246094,119
120,1.4975756406784058,,120
120,,1.5226783752441406,120
121,1.495983362197876,,121
121,,1.5209736824035645,121
122,1.4943873882293701,,122
122,,1.5192651748657227,122
123,1.4927884340286255,,123
123,,1.5175527334213257,123
124,1.4911859035491943,,124
124,,1.5158369541168213,124
125,1.4895800352096558,,125
125,,1.5141174793243408,125
126,1.4879707098007202,,126
126,,1.5123941898345947,126
127,1.486358404159546,,127
127,,1.5106676816940308,127
128,1.484742522239685,,128
128,,1.5089373588562012,128
129,1.4831231832504272,,129
129,,1.5072033405303955,129
130,1.4815008640289307,,130
130,,1.5054658651351929,130
131,1.4798749685287476,,131
131,,1.5037248134613037,131
132,1.4782460927963257,,132
132,,1.501980185508728,132
133,1.4766136407852173,,133
133,,1.5002319812774658,133
134,1.4749782085418701,,134
134,,1.498480200767517,134
135,1.4733392000198364,,135
135,,1.496725082397461,135
136,1.4716970920562744,,136
136,,1.4949665069580078,136
137,1.4700521230697632,,137
137,,1.4932044744491577,137
138,1.468403697013855,,138
138,,1.4914387464523315,138
139,1.4667521715164185,,139
139,,1.4896700382232666,139
140,1.4650975465774536,,140
140,,1.4878977537155151,140
141,1.4634398221969604,,141
141,,1.4861222505569458,141
142,1.461778998374939,,142
142,,1.4843432903289795,142
143,1.4601151943206787,,143
143,,1.4825609922409058,143
144,1.4584482908248901,,144
144,,1.4807757139205933,144
145,1.4567785263061523,,145
145,,1.4789870977401733,145
146,1.4551057815551758,,146
146,,1.4771952629089355,146
147,1.4534300565719604,,147
147,,1.475400447845459,147
148,1.4517513513565063,,148
148,,1.4736024141311646,148
149,1.4500700235366821,,149
149,,1.4718014001846313,149
150,1.4483857154846191,,150
150,,1.4699972867965698,150
151,1.4466989040374756,,151
151,,1.46819007396698,151
152,1.4450091123580933,,152
152,,1.46638023853302,152
153,1.4433166980743408,,153
153,,1.4645674228668213,153
154,1.4416217803955078,,154
154,,1.4627516269683838,154
155,1.4399241209030151,,155
155,,1.4609330892562866,155
156,1.438223958015442,,156
156,,1.4591119289398193,156
157,1.4365211725234985,,157
157,,1.4572879076004028,157
158,1.4348158836364746,,158
158,,1.4554613828659058,158
159,1.4331082105636597,,159
159,,1.4536323547363281,159
160,1.4313982725143433,,160
160,,1.45180082321167,160
161,1.4296860694885254,,161
161,,1.4499664306640625,161
162,1.4279714822769165,,162
162,,1.4481300115585327,162
163,1.4262547492980957,,163
163,,1.446291208267212,163
164,1.424536108970642,,164
164,,1.4444499015808105,164
165,1.422814965248108,,165
165,,1.4426065683364868,165
166,1.421091914176941,,166
166,,1.4407610893249512,166
167,1.4193670749664307,,167
167,,1.4389134645462036,167
168,1.4176400899887085,,168
168,,1.4370636940002441,168
169,1.4159114360809326,,169
169,,1.4352118968963623,169
170,1.4141809940338135,,170
170,,1.4333585500717163,170
171,1.412448525428772,,171
171,,1.4315030574798584,171
172,1.410714864730835,,172
172,,1.4296460151672363,172
173,1.4089791774749756,,173
173,,1.4277873039245605,173
174,1.4072422981262207,,174
174,,1.425926923751831,174
175,1.405503749847412,,175
175,,1.4240649938583374,175
176,1.4037641286849976,,176
176,,1.4222015142440796,176
177,1.4020229578018188,,177
177,,1.4203369617462158,177
178,1.4002805948257446,,178
178,,1.4184709787368774,178
179,1.398537278175354,,179
179,,1.4166038036346436,179
180,1.3967926502227783,,180
180,,1.4147355556488037,180
181,1.3950471878051758,,181
181,,1.412866234779358,181
182,1.3933007717132568,,182
182,,1.4109961986541748,182
183,1.391553521156311,,183
183,,1.4091252088546753,183
184,1.3898056745529175,,184
184,,1.4072532653808594,184
185,1.388056993484497,,185
185,,1.4053808450698853,185
186,1.386307954788208,,186
186,,1.4035078287124634,186
187,1.3845583200454712,,187
187,,1.4016343355178833,187
188,1.3828083276748657,,188
188,,1.399760365486145,188
189,1.3810577392578125,,189
189,,1.3978862762451172,189
190,1.3793072700500488,,190
190,,1.3960118293762207,190
191,1.3775566816329956,,191
191,,1.3941373825073242,191
192,1.3758059740066528,,192
192,,1.3922631740570068,192
193,1.3740556240081787,,193
193,,1.3903889656066895,193
194,1.3723050355911255,,194
194,,1.3885149955749512,194
195,1.370554804801941,,195
195,,1.3866411447525024,195
196,1.368805170059204,,196
196,,1.384768009185791,196
197,1.3670557737350464,,197
197,,1.3828953504562378,197
198,1.365307092666626,,198
198,,1.3810232877731323,198
199,1.3635592460632324,,199
199,,1.3791520595550537,199
200,1.361811876296997,,200
200,,1.3772815465927124,200
201,1.3600655794143677,,201
201,,1.3754122257232666,201
202,1.3583201169967651,,202
202,,1.3735440969467163,202
203,1.3565759658813477,,203
203,,1.371677041053772,203
204,1.3548328876495361,,204
204,,1.3698114156723022,204
205,1.3530911207199097,,205
205,,1.3679472208023071,205
206,1.3513506650924683,,206
206,,1.3660844564437866,206
207,1.3496121168136597,,207
207,,1.364223599433899,207
208,1.3478748798370361,,208
208,,1.3623642921447754,208
209,1.3461394309997559,,209
209,,1.3605072498321533,209
210,1.344406008720398,,210
210,,1.3586519956588745,210
211,1.3426744937896729,,211
211,,1.3567991256713867,211
212,1.3409451246261597,,212
212,,1.3549484014511108,212
213,1.3392179012298584,,213
213,,1.353100061416626,213
214,1.3374929428100586,,214
214,,1.3512543439865112,214
215,1.3357704877853394,,215
215,,1.3494112491607666,215
216,1.3340506553649902,,216
216,,1.3475711345672607,216
217,1.3323334455490112,,217
217,,1.345733880996704,217
218,1.3306190967559814,,218
218,,1.3438996076583862,218
219,1.32890784740448,,219
219,,1.3420685529708862,219
220,1.3271993398666382,,220
220,,1.3402408361434937,220
221,1.3254941701889038,,221
221,,1.3384164571762085,221
222,1.3237923383712769,,222
222,,1.3365956544876099,222
223,1.3220937252044678,,223
223,,1.3347786664962769,223
224,1.3203988075256348,,224
224,,1.33296537399292,224
225,1.3187072277069092,,225
225,,1.3311561346054077,225
226,1.3170198202133179,,226
226,,1.3293509483337402,226
227,1.3153362274169922,,227
227,,1.3275501728057861,227
228,1.3136564493179321,,228
228,,1.3257534503936768,228
229,1.3119810819625854,,229
229,,1.3239613771438599,229
230,1.3103097677230835,,230
230,,1.3221739530563354,230
231,1.308642864227295,,231
231,,1.3203911781311035,231
232,1.3069804906845093,,232
232,,1.3186132907867432,232
233,1.3053228855133057,,233
233,,1.316840410232544,233
234,1.303670048713684,,234
234,,1.3150726556777954,234
235,1.302021861076355,,235
