epoch,exposure_train_loss,exposure_val_loss,step
0,2.748629570007324,,0
0,,2.4869942665100098,0
1,2.734696388244629,,1
1,,2.4845027923583984,1
2,2.7209692001342773,,2
2,,2.4820826053619385,2
3,2.7074413299560547,,3
3,,2.4796500205993652,3
4,2.6941096782684326,,4
4,,2.4771924018859863,4
5,2.681051254272461,,5
5,,2.474698066711426,5
6,2.6682121753692627,,6
6,,2.472105026245117,6
7,2.6556167602539062,,7
7,,2.4693944454193115,7
8,2.6432857513427734,,8
8,,2.4665658473968506,8
9,2.6312124729156494,,9
9,,2.4635822772979736,9
10,2.6193830966949463,,10
10,,2.4604427814483643,10
11,2.6077864170074463,,11
11,,2.457136869430542,11
12,2.5964293479919434,,12
12,,2.4536166191101074,12
13,2.5853798389434814,,13
13,,2.449869155883789,13
14,2.574570655822754,,14
14,,2.4458789825439453,14
15,2.5639917850494385,,15
15,,2.4417033195495605,15
16,2.5536656379699707,,16
16,,2.4372599124908447,16
17,2.5436079502105713,,17
17,,2.43257212638855,17
18,2.5338175296783447,,18
18,,2.4276795387268066,18
19,2.52431583404541,,19
19,,2.4226269721984863,19
20,2.5151009559631348,,20
20,,2.4174177646636963,20
21,2.5061488151550293,,21
21,,2.4120545387268066,21
22,2.4974524974823,,22
22,,2.406602144241333,22
23,2.4890122413635254,,23
23,,2.40104079246521,23
24,2.4808037281036377,,24
24,,2.3954215049743652,24
25,2.472851276397705,,25
25,,2.3897504806518555,25
26,2.4651591777801514,,26
26,,2.3840324878692627,26
27,2.457719326019287,,27
27,,2.3783316612243652,27
28,2.4505369663238525,,28
28,,2.37270450592041,28
29,2.443584442138672,,29
29,,2.3671534061431885,29
30,2.4368302822113037,,30
30,,2.361717462539673,30
31,2.4302978515625,,31
31,,2.356358051300049,31
32,2.4240007400512695,,32
32,,2.351104259490967,32
33,2.417935371398926,,33
33,,2.345986843109131,33
34,2.4120633602142334,,34
34,,2.3410093784332275,34
35,2.4064011573791504,,35
35,,2.3361756801605225,35
36,2.400942325592041,,36
36,,2.331488847732544,36
37,2.3956642150878906,,37
37,,2.327014207839966,37
38,2.390564441680908,,38
38,,2.322683572769165,38
39,2.3856141567230225,,39
39,,2.3185088634490967,39
40,2.3808231353759766,,40
40,,2.3145291805267334,40
41,2.3762073516845703,,41
41,,2.3107192516326904,41
42,2.371735095977783,,42
42,,2.3071508407592773,42
43,2.367431402206421,,43
43,,2.3037617206573486,43
44,2.363267183303833,,44
44,,2.30061411857605,44
45,2.359241485595703,,45
45,,2.297699451446533,45
46,2.35537052154541,,46
46,,2.294966697692871,46
47,2.3516433238983154,,47
47,,2.2923245429992676,47
48,2.3480453491210938,,48
48,,2.2898166179656982,48
49,2.3445849418640137,,49
49,,2.287426233291626,49
50,2.3412399291992188,,50
50,,2.2852108478546143,50
51,2.3380231857299805,,51
51,,2.283142566680908,51
52,2.3349130153656006,,52
52,,2.2812604904174805,52
53,2.331916332244873,,53
53,,2.2794859409332275,53
54,2.3290364742279053,,54
54,,2.2777724266052246,54
55,2.3262457847595215,,55
55,,2.2761356830596924,55
56,2.3235576152801514,,56
56,,2.274613380432129,56
57,2.320965051651001,,57
57,,2.273183822631836,57
58,2.3184587955474854,,58
58,,2.2718303203582764,58
59,2.316037654876709,,59
59,,2.2705483436584473,59
60,2.3137025833129883,,60
60,,2.269343614578247,60
61,2.311450719833374,,61
61,,2.2681734561920166,61
62,2.3092827796936035,,62
62,,2.267038106918335,62
63,2.3071792125701904,,63
63,,2.265947103500366,63
64,2.305130958557129,,64
64,,2.2648754119873047,64
65,2.3031373023986816,,65
65,,2.2638237476348877,65
66,2.3011999130249023,,66
66,,2.2627997398376465,66
67,2.2993078231811523,,67
67,,2.2617835998535156,67
68,2.297459602355957,,68
68,,2.260810613632202,68
69,2.295673370361328,,69
69,,2.2598583698272705,69
70,2.293936014175415,,70
70,,2.2589223384857178,70
71,2.2922534942626953,,71
71,,2.258012056350708,71
72,2.290616989135742,,72
72,,2.257153034210205,72
73,2.28902268409729,,73
73,,2.256312370300293,73
74,2.287473201751709,,74
74,,2.255506753921509,74
75,2.285963773727417,,75
75,,2.254718542098999,75
76,2.2844905853271484,,76
76,,2.2539355754852295,76
77,2.2830517292022705,,77
77,,2.2531681060791016,77
78,2.2816386222839355,,78
78,,2.2524046897888184,78
79,2.2802491188049316,,79
79,,2.2516403198242188,79
80,2.278881311416626,,80
80,,2.2508838176727295,80
81,2.277539014816284,,81
81,,2.2501351833343506,81
82,2.276224136352539,,82
82,,2.249387264251709,82
