epoch,exposure_train_loss,exposure_val_loss,step
0,2.7753984928131104,,0
0,,2.5161962509155273,0
1,2.767313241958618,,1
1,,2.5138654708862305,1
2,2.7594144344329834,,2
2,,2.511563301086426,2
3,2.751685857772827,,3
3,,2.509309768676758,3
4,2.7441396713256836,,4
4,,2.5071141719818115,4
5,2.7368037700653076,,5
5,,2.5049681663513184,5
6,2.729645013809204,,6
6,,2.5028843879699707,6
7,2.722672939300537,,7
7,,2.500878095626831,7
8,2.715921401977539,,8
8,,2.498976945877075,8
9,2.7093803882598877,,9
9,,2.4971866607666016,9
10,2.703059434890747,,10
10,,2.4955060482025146,10
11,2.696945905685425,,11
11,,2.493950843811035,11
12,2.691020965576172,,12
12,,2.4925577640533447,12
13,2.68527889251709,,13
13,,2.4913315773010254,13
14,2.679697275161743,,14
14,,2.4903087615966797,14
15,2.674287796020508,,15
15,,2.4894673824310303,15
