epoch,exposure_train_loss,exposure_val_loss,step
0,2.657491683959961,,0
0,,2.5334713459014893,0
1,2.6460769176483154,,1
1,,2.528397560119629,1
2,2.634960889816284,,2
2,,2.5232977867126465,2
3,2.6241161823272705,,3
3,,2.5181527137756348,3
4,2.6135313510894775,,4
4,,2.5129363536834717,4
5,2.6032533645629883,,5
5,,2.5076515674591064,5
6,2.5932366847991943,,6
6,,2.502260208129883,6
7,2.5834827423095703,,7
7,,2.4967689514160156,7
8,2.574016571044922,,8
8,,2.4911587238311768,8
9,2.564803123474121,,9
9,,2.4854536056518555,9
