epoch,exposure_train_loss,exposure_val_loss,step
0,5.47114372253418,,0
0,,4.9411396980285645,0
1,5.449058532714844,,1
1,,4.943028926849365,1
2,5.427190780639648,,2
2,,4.944950103759766,2
3,5.4055280685424805,,3
3,,4.9468793869018555,3
4,5.3840651512146,,4
4,,4.948825359344482,4
5,5.362839698791504,,5
5,,4.950798034667969,5
6,5.341851234436035,,6
6,,4.952775001525879,6
7,5.32112455368042,,7
7,,4.954741477966309,7
8,5.300624847412109,,8
8,,4.956703186035156,8
9,5.2803874015808105,,9
9,,4.958632946014404,9
10,5.260428428649902,,10
10,,4.96050500869751,10
11,5.24074125289917,,11
11,,4.9622979164123535,11
12,5.221311569213867,,12
12,,4.964000701904297,12
13,5.202152729034424,,13
13,,4.965583801269531,13
14,5.183260917663574,,14
14,,4.966999530792236,14
15,5.164644241333008,,15
15,,4.9681806564331055,15
16,5.146310329437256,,16
16,,4.969123363494873,16
17,5.128278732299805,,17
17,,4.969762802124023,17
18,5.110522270202637,,18
18,,4.969982147216797,18
19,5.093055725097656,,19
19,,4.969794273376465,19
20,5.0759077072143555,,20
20,,4.969221591949463,20
