epoch,exposure_train_loss,exposure_val_loss,step
0,2.779860496520996,,0
0,,2.5552151203155518,0
1,2.767019748687744,,1
1,,2.5519604682922363,1
2,2.7543604373931885,,2
2,,2.548741340637207,2
3,2.7418808937072754,,3
3,,2.5455803871154785,3
4,2.72963547706604,,4
4,,2.5424602031707764,4
5,2.7176318168640137,,5
5,,2.5393638610839844,5
6,2.7058615684509277,,6
6,,2.5362725257873535,6
7,2.6943070888519287,,7
7,,2.533181667327881,7
8,2.682950258255005,,8
8,,2.530078887939453,8
9,2.671839952468872,,9
9,,2.5269408226013184,9
10,2.660952568054199,,10
10,,2.5238072872161865,10
11,2.6503076553344727,,11
11,,2.5206854343414307,11
12,2.639915943145752,,12
12,,2.517569065093994,12
13,2.6297807693481445,,13
13,,2.5144402980804443,13
14,2.6199231147766113,,14
14,,2.5112578868865967,14
15,2.6103320121765137,,15
15,,2.5080296993255615,15
16,2.6010007858276367,,16
16,,2.5047764778137207,16
17,2.5918943881988525,,17
17,,2.501514434814453,17
18,2.5830440521240234,,18
18,,2.4982054233551025,18
19,2.5744564533233643,,19
19,,2.494906425476074,19
20,2.566105365753174,,20
20,,2.491645097732544,20
21,2.5580053329467773,,21
21,,2.4884209632873535,21
22,2.550153970718384,,22
22,,2.485240936279297,22
23,2.542558431625366,,23
23,,2.4821109771728516,23
24,2.5351920127868652,,24
24,,2.4790430068969727,24
25,2.528066873550415,,25
25,,2.4760584831237793,25
26,2.521167278289795,,26
26,,2.4730777740478516,26
27,2.514486789703369,,27
27,,2.470123052597046,27
28,2.5080132484436035,,28
28,,2.467176675796509,28
29,2.501739978790283,,29
29,,2.464280843734741,29
30,2.4956891536712646,,30
30,,2.4614810943603516,30
31,2.489842176437378,,31
31,,2.458794116973877,31
32,2.484196186065674,,32
32,,2.456174373626709,32
33,2.4787509441375732,,33
33,,2.4536125659942627,33
34,2.473496198654175,,34
34,,2.4510979652404785,34
35,2.4684267044067383,,35
35,,2.448613166809082,35
36,2.463550329208374,,36
36,,2.446256637573242,36
37,2.4588544368743896,,37
37,,2.444000482559204,37
38,2.4543395042419434,,38
38,,2.4418604373931885,38
39,2.449991464614868,,39
39,,2.439785957336426,39
40,2.445817232131958,,40
40,,2.4378485679626465,40
41,2.441786289215088,,41
41,,2.4359965324401855,41
42,2.437889337539673,,42
42,,2.4342710971832275,42
43,2.434128522872925,,43
43,,2.432668447494507,43
44,2.4305050373077393,,44
44,,2.4311563968658447,44
45,2.4270176887512207,,45
45,,2.429689645767212,45
46,2.423658847808838,,46
46,,2.4282376766204834,46
47,2.420428991317749,,47
47,,2.4268319606781006,47
48,2.4173192977905273,,48
48,,2.425454616546631,48
49,2.414321184158325,,49
49,,2.42414927482605,49
50,2.4114177227020264,,50
50,,2.422854423522949,50
51,2.4086098670959473,,51
51,,2.4215855598449707,51
52,2.405884265899658,,52
52,,2.4203548431396484,52
53,2.403240203857422,,53
53,,2.4191532135009766,53
54,2.400681495666504,,54
54,,2.41800594329834,54
55,2.3982081413269043,,55
55,,2.4169108867645264,55
56,2.39581561088562,,56
56,,2.4158072471618652,56
57,2.393495559692383,,57
57,,2.4146857261657715,57
58,2.3912456035614014,,58
58,,2.4135496616363525,58
59,2.3890633583068848,,59
59,,2.4123988151550293,59
60,2.386953115463257,,60
60,,2.4112350940704346,60
61,2.384906768798828,,61
61,,2.410094976425171,61
62,2.382932662963867,,62
62,,2.4089996814727783,62
63,2.381025552749634,,63
63,,2.4079344272613525,63
64,2.3791654109954834,,64
64,,2.406881332397461,64
65,2.3773539066314697,,65
65,,2.405870199203491,65
66,2.375589370727539,,66
66,,2.404893636703491,66
67,2.3738698959350586,,67
67,,2.403939723968506,67
68,2.3721959590911865,,68
68,,2.403000593185425,68
69,2.3705599308013916,,69
69,,2.4020745754241943,69
70,2.3689613342285156,,70
70,,2.401169538497925,70
71,2.3673970699310303,,71
71,,2.400275230407715,71
72,2.3658652305603027,,72
72,,2.3993735313415527,72
73,2.3643617630004883,,73
73,,2.3984737396240234,73
74,2.362886905670166,,74
74,,2.397573471069336,74
75,2.361442804336548,,75
75,,2.396676778793335,75
76,2.3600237369537354,,76
76,,2.3957901000976562,76
77,2.3586268424987793,,77
77,,2.394911527633667,77
78,2.3572535514831543,,78
78,,2.394031524658203,78
79,2.355900287628174,,79
79,,2.3931517601013184,79
80,2.354567289352417,,80
80,,2.39227557182312,80
81,2.3532543182373047,,81
81,,2.391401529312134,81
82,2.3519606590270996,,82
82,,2.3905346393585205,82
83,2.3506858348846436,,83
83,,2.3896689414978027,83
84,2.3494296073913574,,84
84,,2.3888027667999268,84
85,2.348191499710083,,85
85,,2.3879406452178955,85
86,2.3469669818878174,,86
86,,2.3870913982391357,86
87,2.3457586765289307,,87
87,,2.386251926422119,87
88,2.3445677757263184,,88
88,,2.3854219913482666,88
89,2.343391180038452,,89
89,,2.38460373878479,89
90,2.342230796813965,,90
90,,2.383803606033325,90
91,2.34108304977417,,91
91,,2.3830137252807617,91
92,2.33994722366333,,92
92,,2.382230281829834,92
93,2.338822603225708,,93
93,,2.38145112991333,93
94,2.3377091884613037,,94
94,,2.380675792694092,94
95,2.3366050720214844,,95
95,,2.379899263381958,95
96,2.3355133533477783,,96
96,,2.3791205883026123,96
97,2.3344318866729736,,97
97,,2.3783421516418457,97
98,2.3333611488342285,,98
98,,2.377568006515503,98
99,2.332301378250122,,99
99,,2.3767967224121094,99
100,2.3312504291534424,,100
100,,2.376030921936035,100
101,2.3302090167999268,,101
101,,2.3752694129943848,101
102,2.3291754722595215,,102
102,,2.374512195587158,102
103,2.3281519412994385,,103
103,,2.3737685680389404,103
104,2.3271400928497314,,104
104,,2.3730294704437256,104
105,2.326136589050293,,105
105,,2.372296094894409,105
106,2.3251402378082275,,106
106,,2.3715713024139404,106
107,2.3241517543792725,,107
107,,2.3708531856536865,107
108,2.3231723308563232,,108
108,,2.370140552520752,108
109,2.3221986293792725,,109
109,,2.36942982673645,109
110,2.3212313652038574,,110
110,,2.368730068206787,110
111,2.32027006149292,,111
111,,2.368039608001709,111
112,2.319315195083618,,112
112,,2.3673486709594727,112
113,2.318369150161743,,113
113,,2.3666601181030273,113
114,2.317430019378662,,114
114,,2.365974187850952,114
115,2.3164985179901123,,115
115,,2.3652923107147217,115
116,2.3155744075775146,,116
116,,2.3646132946014404,116
117,2.3146555423736572,,117
117,,2.3639323711395264,117
118,2.3137426376342773,,118
118,,2.3632500171661377,118
119,2.3128349781036377,,119
119,,2.36257004737854,119
120,2.3119313716888428,,120
120,,2.361891508102417,120
121,2.31103253364563,,121
121,,2.361219882965088,121
122,2.31013822555542,,122
122,,2.3605518341064453,122
123,2.309248924255371,,123
123,,2.359889030456543,123
124,2.308363199234009,,124
124,,2.359231948852539,124
125,2.3074824810028076,,125
125,,2.358581304550171,125
126,2.306605577468872,,126
126,,2.3579354286193848,126
127,2.3057315349578857,,127
127,,2.3572981357574463,127
128,2.3048596382141113,,128
128,,2.3566627502441406,128
129,2.3039913177490234,,129
129,,2.3560304641723633,129
130,2.3031253814697266,,130
130,,2.355398178100586,130
131,2.30226469039917,,131
131,,2.354766607284546,131
132,2.3014070987701416,,132
132,,2.3541276454925537,132
133,2.3005530834198,,133
133,,2.35347843170166,133
134,2.29970121383667,,134
134,,2.35282039642334,134
135,2.298851728439331,,135
135,,2.352156162261963,135
136,2.2980048656463623,,136
136,,2.351487398147583,136
137,2.297159433364868,,137
137,,2.350813865661621,137
138,2.2963151931762695,,138
138,,2.350139856338501,138
139,2.295473098754883,,139
139,,2.349475145339966,139
140,2.2946345806121826,,140
140,,2.3488168716430664,140
141,2.29379940032959,,141
141,,2.3481643199920654,141
142,2.2929673194885254,,142
142,,2.3475148677825928,142
143,2.292137861251831,,143
143,,2.3468687534332275,143
144,2.2913105487823486,,144
144,,2.346233367919922,144
145,2.2904865741729736,,145
145,,2.3456051349639893,145
146,2.2896668910980225,,146
146,,2.3449792861938477,146
147,2.288851022720337,,147
147,,2.3443567752838135,147
148,2.2880380153656006,,148
148,,2.343733310699463,148
149,2.2872254848480225,,149
149,,2.343109369277954,149
150,2.2864158153533936,,150
150,,2.34248685836792,150
151,2.285609483718872,,151
151,,2.3418681621551514,151
152,2.2848050594329834,,152
152,,2.341259717941284,152
153,2.2840044498443604,,153
153,,2.3406600952148438,153
154,2.28320574760437,,154
154,,2.3400661945343018,154
155,2.28240966796875,,155
155,,2.339477300643921,155
156,2.281614303588867,,156
156,,2.33889102935791,156
157,2.280820846557617,,157
157,,2.338305950164795,157
158,2.280029296875,,158
158,,2.3377177715301514,158
159,2.2792394161224365,,159
159,,2.3371264934539795,159
160,2.278451681137085,,160
160,,2.336533784866333,160
161,2.2776660919189453,,161
161,,2.3359413146972656,161
162,2.276881217956543,,162
162,,2.33534574508667,162
163,2.2760987281799316,,163
163,,2.3347418308258057,163
164,2.2753171920776367,,164
164,,2.33413028717041,164
165,2.2745368480682373,,165
165,,2.3335165977478027,165
166,2.273757219314575,,166
166,,2.3329038619995117,166
167,2.2729780673980713,,167
167,,2.332294225692749,167
168,2.272199869155884,,168
168,,2.331681251525879,168
169,2.271423101425171,,169
169,,2.3310654163360596,169
170,2.270648717880249,,170
170,,2.3304505348205566,170
171,2.269876003265381,,171
171,,2.3298349380493164,171
172,2.269103527069092,,172
172,,2.329223155975342,172
173,2.2683310508728027,,173
173,,2.3286123275756836,173
174,2.2675588130950928,,174
174,,2.328003406524658,174
175,2.266787052154541,,175
175,,2.3273990154266357,175
176,2.2660160064697266,,176
176,,2.326794147491455,176
177,2.265246629714966,,177
177,,2.32619047164917,177
178,2.2644782066345215,,178
178,,2.3255858421325684,178
179,2.2637128829956055,,179
179,,2.324979543685913,179
180,2.2629477977752686,,180
180,,2.324370861053467,180
181,2.2621827125549316,,181
181,,2.3237650394439697,181
182,2.261417865753174,,182
182,,2.3231685161590576,182
183,2.260653495788574,,183
183,,2.322577714920044,183
184,2.2598891258239746,,184
184,,2.321991205215454,184
185,2.259124994277954,,185
185,,2.3214030265808105,185
186,2.25836181640625,,186
186,,2.3208093643188477,186
187,2.257598638534546,,187
187,,2.3202130794525146,187
188,2.2568359375,,188
188,,2.3196170330047607,188
189,2.256073236465454,,189
189,,2.319023847579956,189
190,2.2553093433380127,,190
190,,2.3184330463409424,190
191,2.254545211791992,,191
191,,2.3178467750549316,191
192,2.253781795501709,,192
192,,2.3172624111175537,192
193,2.253019094467163,,193
193,,2.3166792392730713,193
194,2.252255916595459,,194
194,,2.316093683242798,194
195,2.2514944076538086,,195
195,,2.3155057430267334,195
196,2.250731945037842,,196
196,,2.3149139881134033,196
197,2.249969244003296,,197
197,,2.3143179416656494,197
198,2.2492055892944336,,198
198,,2.3137216567993164,198
199,2.2484421730041504,,199
199,,2.313126564025879,199
200,2.2476773262023926,,200
200,,2.3125321865081787,200
