epoch,outcome_train_loss,outcome_val_loss,step
0,1.6626754999160767,,0
0,,1.6336263418197632,0
1,1.6610699892044067,,1
1,,1.6320832967758179,1
2,1.6594675779342651,,2
2,,1.6305433511734009,2
3,1.657868504524231,,3
3,,1.6290059089660645,3
4,1.6562721729278564,,4
4,,1.6274709701538086,4
5,1.6546790599822998,,5
5,,1.6259385347366333,5
6,1.6530888080596924,,6
6,,1.6244078874588013,6
7,1.6515012979507446,,7
7,,1.6228792667388916,7
8,1.6499162912368774,,8
8,,1.6213518381118774,8
9,1.6483335494995117,,9
9,,1.6198259592056274,9
10,1.6467530727386475,,10
10,,1.6183017492294312,10
11,1.6451746225357056,,11
11,,1.6167789697647095,11
12,1.6435984373092651,,12
12,,1.6152575016021729,12
13,1.642024278640747,,13
13,,1.6137373447418213,13
14,1.6404520273208618,,14
14,,1.6122186183929443,14
15,1.6388812065124512,,15
15,,1.6107012033462524,15
16,1.6373125314712524,,16
16,,1.609184741973877,16
17,1.6357452869415283,,17
17,,1.6076695919036865,17
18,1.634179711341858,,18
18,,1.6061558723449707,18
19,1.6326156854629517,,19
19,,1.6046427488327026,19
20,1.63105309009552,,20
20,,1.60313081741333,20
21,1.6294918060302734,,21
21,,1.6016196012496948,21
22,1.627931833267212,,22
22,,1.600109338760376,22
23,1.6263729333877563,,23
23,,1.5985995531082153,23
24,1.6248149871826172,,24
24,,1.597090482711792,24
25,1.623258113861084,,25
25,,1.5955816507339478,25
26,1.6217021942138672,,26
26,,1.5940738916397095,26
27,1.6201469898223877,,27
27,,1.592565894126892,27
28,1.6185922622680664,,28
28,,1.5910582542419434,28
29,1.617038369178772,,29
29,,1.5895507335662842,29
30,1.6154848337173462,,30
30,,1.5880433320999146,30
31,1.613931655883789,,31
31,,1.5865356922149658,31
32,1.6123789548873901,,32
32,,1.585027813911438,32
33,1.6108261346817017,,33
33,,1.5835200548171997,33
34,1.6092735528945923,,34
34,,1.5820115804672241,34
35,1.6077208518981934,,35
35,,1.5805027484893799,35
36,1.6061681509017944,,36
36,,1.5789932012557983,36
37,1.6046150922775269,,37
37,,1.577483057975769,37
38,1.6030616760253906,,38
38,,1.575972318649292,38
39,1.6015081405639648,,39
39,,1.574460744857788,39
40,1.5999537706375122,,40
40,,1.5729482173919678,40
41,1.598399043083191,,41
41,,1.5714348554611206,41
42,1.5968434810638428,,42
42,,1.5699204206466675,42
43,1.5952870845794678,,43
43,,1.5684046745300293,43
44,1.593730092048645,,44
44,,1.5668878555297852,44
45,1.5921720266342163,,45
45,,1.5653698444366455,45
46,1.5906130075454712,,46
46,,1.5638500452041626,46
47,1.5890530347824097,,47
47,,1.5623295307159424,47
48,1.5874918699264526,,48
48,,1.5608073472976685,48
49,1.5859291553497314,,49
49,,1.5592834949493408,49
50,1.5843653678894043,,50
50,,1.5577583312988281,50
51,1.5828001499176025,,51
51,,1.5562312602996826,51
52,1.5812336206436157,,52
52,,1.5547025203704834,52
53,1.5796655416488647,,53
53,,1.553171992301941,53
54,1.5780959129333496,,54
54,,1.5516399145126343,54
55,1.5765247344970703,,55
55,,1.550106167793274,55
56,1.5749516487121582,,56
56,,1.5485700368881226,56
57,1.5733768939971924,,57
57,,1.547032356262207,57
58,1.5718005895614624,,58
58,,1.5454926490783691,58
59,1.570222020149231,,59
59,,1.5439507961273193,59
60,1.5686419010162354,,60
60,,1.5424070358276367,60
61,1.567059874534607,,61
61,,1.5408611297607422,61
62,1.565475583076477,,62
62,,1.5393131971359253,62
63,1.5638892650604248,,63
63,,1.5377628803253174,63
64,1.5623009204864502,,64
64,,1.5362104177474976,64
65,1.5607106685638428,,65
65,,1.5346559286117554,65
66,1.5591177940368652,,66
66,,1.5330991744995117,66
67,1.5575231313705444,,67
67,,1.531540036201477,67
68,1.5559263229370117,,68
68,,1.5299785137176514,68
69,1.5543266534805298,,69
69,,1.5284146070480347,69
70,1.5527249574661255,,70
70,,1.5268486738204956,70
71,1.5511208772659302,,71
71,,1.5252797603607178,71
72,1.5495145320892334,,72
72,,1.5237089395523071,72
73,1.5479058027267456,,73
73,,1.5221353769302368,73
74,1.5462944507598877,,74
74,,1.520559549331665,74
75,1.5446807146072388,,75
75,,1.5189813375473022,75
76,1.5430641174316406,,76
76,,1.5174002647399902,76
77,1.5414456129074097,,77
77,,1.5158169269561768,77
78,1.5398242473602295,,78
78,,1.5142309665679932,78
79,1.5382001399993896,,79
79,,1.5126426219940186,79
80,1.5365735292434692,,80
80,,1.5110515356063843,80
81,1.5349445343017578,,81
81,,1.509458065032959,81
82,1.5333126783370972,,82
82,,1.507861614227295,82
83,1.5316784381866455,,83
83,,1.506263017654419,83
84,1.530041217803955,,84
84,,1.5046616792678833,84
85,1.528401494026184,,85
85,,1.5030579566955566,85
86,1.526759147644043,,86
86,,1.5014511346817017,86
87,1.5251139402389526,,87
87,,1.4998419284820557,87
88,1.5234661102294922,,88
88,,1.4982303380966187,88
89,1.521815538406372,,89
89,,1.496616005897522,89
90,1.5201624631881714,,90
90,,1.4949991703033447,90
91,1.5185065269470215,,91
91,,1.4933795928955078,91
92,1.516847848892212,,92
92,,1.4917572736740112,92
93,1.5151865482330322,,93
93,,1.4901326894760132,93
94,1.5135222673416138,,94
94,,1.4885053634643555,94
95,1.5118556022644043,,95
95,,1.4868755340576172,95
96,1.5101860761642456,,96
96,,1.4852429628372192,96
97,1.5085138082504272,,97
97,,1.4836081266403198,97
98,1.5068390369415283,,98
98,,1.4819704294204712,98
99,1.5051612854003906,,99
99,,1.4803305864334106,99
100,1.503481149673462,,100
100,,1.4786878824234009,100
101,1.501798152923584,,101
101,,1.4770426750183105,101
102,1.5001126527786255,,102
102,,1.4753953218460083,102
103,1.4984242916107178,,103
103,,1.4737449884414673,103
104,1.4967334270477295,,104
104,,1.4720927476882935,104
105,1.4950398206710815,,105
105,,1.4704376459121704,105
106,1.493343710899353,,106
106,,1.468780279159546,106
107,1.4916449785232544,,107
