epoch,outcome_train_loss,outcome_val_loss,step
0,1.758813500404358,,0
0,,1.6735023260116577,0
1,1.7563856840133667,,1
1,,1.671162486076355,1
2,1.753963828086853,,2
2,,1.6688284873962402,2
3,1.7515480518341064,,3
3,,1.6665008068084717,3
4,1.7491375207901,,4
4,,1.6641792058944702,4
5,1.7467334270477295,,5
5,,1.6618635654449463,5
6,1.7443352937698364,,6
6,,1.6595544815063477,6
7,1.741943359375,,7
7,,1.6572519540786743,7
8,1.7395576238632202,,8
8,,1.6549556255340576,8
9,1.737177848815918,,9
9,,1.6526654958724976,9
