epoch,exposure_train_loss,exposure_val_loss,step
0,2.7108054161071777,,0
0,,2.5308408737182617,0
1,2.697510242462158,,1
1,,2.5283336639404297,1
2,2.6844375133514404,,2
2,,2.5257275104522705,2
3,2.6715967655181885,,3
3,,2.5229790210723877,3
4,2.6589741706848145,,4
4,,2.5201218128204346,4
5,2.646627902984619,,5
5,,2.5171432495117188,5
6,2.6345841884613037,,6
6,,2.514009475708008,6
7,2.6228692531585693,,7
7,,2.5107104778289795,7
8,2.611489772796631,,8
8,,2.5072150230407715,8
9,2.6004297733306885,,9
9,,2.5035240650177,9
