epoch,outcome_train_loss,outcome_val_loss,step
0,1.711484432220459,,0
0,,1.7592195272445679,0
1,1.7109490633010864,,1
1,,1.7588671445846558,1
2,1.7104254961013794,,2
2,,1.7585258483886719,2
3,1.7099131345748901,,3
3,,1.7581955194473267,3
4,1.7094125747680664,,4
4,,1.7578765153884888,4
5,1.708923578262329,,5
5,,1.757568359375,5
6,1.7084462642669678,,6
6,,1.7572715282440186,6
7,1.7079811096191406,,7
7,,1.7569854259490967,7
8,1.707527756690979,,8
8,,1.7567107677459717,8
9,1.7070868015289307,,9
9,,1.756447196006775,9
