epoch,exposure_train_loss,exposure_val_loss,step
0,2.9712977409362793,,0
0,,2.604796886444092,0
1,2.9583983421325684,,1
1,,2.6041252613067627,1
2,2.9456772804260254,,2
2,,2.6034343242645264,2
3,2.933135986328125,,3
3,,2.602696180343628,3
4,2.9207921028137207,,4
4,,2.6019022464752197,4
5,2.9086339473724365,,5
5,,2.6010348796844482,5
6,2.8966941833496094,,6
6,,2.600095510482788,6
7,2.884972095489502,,7
7,,2.5990889072418213,7
8,2.873478889465332,,8
8,,2.5980284214019775,8
9,2.8622069358825684,,9
9,,2.5968704223632812,9
10,2.8511457443237305,,10
10,,2.595606803894043,10
11,2.8402867317199707,,11
11,,2.5942089557647705,11
12,2.829641580581665,,12
12,,2.5926458835601807,12
13,2.8192126750946045,,13
13,,2.5909414291381836,13
14,2.8089964389801025,,14
14,,2.5891103744506836,14
15,2.7989871501922607,,15
15,,2.587117910385132,15
16,2.7891743183135986,,16
16,,2.584951877593994,16
17,2.779573678970337,,17
17,,2.5826423168182373,17
18,2.770176649093628,,18
18,,2.5802037715911865,18
19,2.76100492477417,,19
19,,2.577625274658203,19
20,2.752023220062256,,20
20,,2.574896812438965,20
21,2.7432358264923096,,21
21,,2.5720200538635254,21
22,2.734661102294922,,22
22,,2.568974494934082,22
23,2.726313591003418,,23
23,,2.5658607482910156,23
24,2.7181663513183594,,24
24,,2.5626063346862793,24
25,2.7102010250091553,,25
25,,2.559246063232422,25
26,2.7024505138397217,,26
26,,2.5558559894561768,26
27,2.6949057579040527,,27
27,,2.552469253540039,27
28,2.687551736831665,,28
28,,2.549046516418457,28
29,2.6803982257843018,,29
29,,2.5455291271209717,29
30,2.673429489135742,,30
30,,2.5419094562530518,30
31,2.6666581630706787,,31
31,,2.5382490158081055,31
32,2.6600897312164307,,32
32,,2.534590721130371,32
33,2.6537232398986816,,33
33,,2.531008720397949,33
34,2.647534132003784,,34
34,,2.5274980068206787,34
35,2.641528844833374,,35
35,,2.52406907081604,35
36,2.6357054710388184,,36
36,,2.520726203918457,36
37,2.630065679550171,,37
37,,2.5174427032470703,37
38,2.6245882511138916,,38
38,,2.514221668243408,38
39,2.619276762008667,,39
39,,2.511080026626587,39
40,2.6141152381896973,,40
40,,2.5079965591430664,40
41,2.6091198921203613,,41
41,,2.505035161972046,41
42,2.6042768955230713,,42
42,,2.5021212100982666,42
43,2.599576711654663,,43
43,,2.4993135929107666,43
44,2.5950286388397217,,44
44,,2.496675491333008,44
45,2.590627670288086,,45
45,,2.494133234024048,45
46,2.5863559246063232,,46
46,,2.491650342941284,46
47,2.582249402999878,,47
47,,2.489201068878174,47
48,2.5782768726348877,,48
48,,2.486814022064209,48
49,2.5744340419769287,,49
49,,2.4845049381256104,49
50,2.570709228515625,,50
50,,2.4822566509246826,50
51,2.567105531692505,,51
51,,2.4800524711608887,51
52,2.5636069774627686,,52
52,,2.4778964519500732,52
53,2.5602238178253174,,53
53,,2.475816011428833,53
54,2.5569536685943604,,54
54,,2.4737954139709473,54
55,2.5537843704223633,,55
55,,2.471832513809204,55
56,2.550708293914795,,56
56,,2.469888687133789,56
57,2.5477325916290283,,57
57,,2.4679696559906006,57
58,2.5448412895202637,,58
58,,2.466085910797119,58
59,2.542027473449707,,59
59,,2.4642136096954346,59
60,2.5392963886260986,,60
60,,2.462390899658203,60
61,2.5366382598876953,,61
61,,2.460620641708374,61
62,2.5340659618377686,,62
62,,2.4588985443115234,62
63,2.53157114982605,,63
63,,2.457202196121216,63
64,2.5291483402252197,,64
64,,2.455540180206299,64
65,2.526796579360962,,65
65,,2.45391583442688,65
66,2.524515390396118,,66
66,,2.452317953109741,66
67,2.5223021507263184,,67
67,,2.4507386684417725,67
68,2.5201432704925537,,68
68,,2.4492344856262207,68
69,2.518036127090454,,69
69,,2.447798490524292,69
70,2.515979290008545,,70
70,,2.446394681930542,70
71,2.5139710903167725,,71
71,,2.4450268745422363,71
72,2.512012004852295,,72
72,,2.4436914920806885,72
73,2.510093927383423,,73
73,,2.44240140914917,73
