epoch,outcome_train_loss,outcome_val_loss,step
0,1.7209340333938599,,0
0,,1.696518063545227,0
1,1.7205339670181274,,1
1,,1.6963337659835815,1
2,1.720143437385559,,2
2,,1.696158528327942,2
3,1.7197628021240234,,3
3,,1.6959927082061768,3
4,1.71939218044281,,4
4,,1.6958357095718384,4
5,1.719031572341919,,5
5,,1.6956876516342163,5
6,1.71868097782135,,6
6,,1.695548415184021,6
7,1.7183408737182617,,7
7,,1.695418119430542,7
8,1.7180112600326538,,8
8,,1.6952966451644897,8
9,1.7176913022994995,,9
9,,1.695183515548706,9
