epoch,exposure_train_loss,exposure_val_loss,step
0,2.7380356788635254,,0
0,,2.45438289642334,0
1,2.724956512451172,,1
1,,2.4502711296081543,1
2,2.7120821475982666,,2
2,,2.4462602138519287,2
3,2.699446201324463,,3
3,,2.442323923110962,3
4,2.687042474746704,,4
4,,2.43845796585083,4
5,2.674903154373169,,5
5,,2.434631824493408,5
6,2.6629793643951416,,6
6,,2.430786609649658,6
7,2.6512699127197266,,7
7,,2.426931381225586,7
8,2.639779567718506,,8
8,,2.4230780601501465,8
9,2.628527879714966,,9
9,,2.419203281402588,9
10,2.6175224781036377,,10
10,,2.4152746200561523,10
11,2.6068005561828613,,11
11,,2.4112465381622314,11
12,2.5963239669799805,,12
12,,2.407125949859619,12
13,2.5860979557037354,,13
13,,2.4028940200805664,13
14,2.576134443283081,,14
14,,2.3985695838928223,14
15,2.566448926925659,,15
15,,2.394132614135742,15
16,2.5570106506347656,,16
16,,2.389564037322998,16
17,2.5478296279907227,,17
17,,2.3848910331726074,17
18,2.538889169692993,,18
18,,2.3801236152648926,18
19,2.5301876068115234,,19
19,,2.375272274017334,19
20,2.5217483043670654,,20
20,,2.370313882827759,20
21,2.513554096221924,,21
21,,2.365267515182495,21
22,2.505570650100708,,22
22,,2.3601818084716797,22
23,2.497819423675537,,23
23,,2.355149507522583,23
24,2.4902782440185547,,24
24,,2.3502657413482666,24
25,2.482957124710083,,25
25,,2.3454902172088623,25
26,2.475856304168701,,26
26,,2.340773344039917,26
27,2.4689645767211914,,27
27,,2.3361167907714844,27
28,2.462294340133667,,28
28,,2.331629991531372,28
29,2.455815076828003,,29
29,,2.327267646789551,29
30,2.4495465755462646,,30
30,,2.323120594024658,30
31,2.4434783458709717,,31
31,,2.319145441055298,31
32,2.4376189708709717,,32
32,,2.3153443336486816,32
33,2.4319608211517334,,33
33,,2.311769485473633,33
34,2.426482677459717,,34
34,,2.308354377746582,34
35,2.4211690425872803,,35
35,,2.305222988128662,35
36,2.416039228439331,,36
36,,2.302294969558716,36
37,2.411076545715332,,37
37,,2.29951548576355,37
38,2.40626859664917,,38
38,,2.296782970428467,38
39,2.4015862941741943,,39
39,,2.294203281402588,39
40,2.3970298767089844,,40
40,,2.291843891143799,40
41,2.392601251602173,,41
41,,2.2896013259887695,41
42,2.388308525085449,,42
42,,2.2875730991363525,42
43,2.3841629028320312,,43
43,,2.285710096359253,43
44,2.380143404006958,,44
44,,2.2839322090148926,44
45,2.376253366470337,,45
45,,2.2822251319885254,45
46,2.3724746704101562,,46
46,,2.280606746673584,46
47,2.368807315826416,,47
47,,2.279033899307251,47
48,2.365257501602173,,48
48,,2.277540922164917,48
49,2.361826181411743,,49
49,,2.276099443435669,49
50,2.3585143089294434,,50
50,,2.2747108936309814,50
51,2.3553049564361572,,51
51,,2.2733685970306396,51
52,2.3521831035614014,,52
52,,2.272034168243408,52
53,2.349153518676758,,53
53,,2.2707107067108154,53
54,2.346222400665283,,54
54,,2.2693963050842285,54
55,2.3433892726898193,,55
55,,2.268071174621582,55
56,2.340644598007202,,56
56,,2.266781806945801,56
57,2.337968587875366,,57
57,,2.265472412109375,57
58,2.335357904434204,,58
58,,2.2641286849975586,58
59,2.332815408706665,,59
59,,2.2627620697021484,59
60,2.330343723297119,,60
60,,2.26137638092041,60
61,2.3279459476470947,,61
61,,2.2599916458129883,61
62,2.325613021850586,,62
62,,2.258599281311035,62
63,2.3233563899993896,,63
63,,2.2571656703948975,63
64,2.3211660385131836,,64
64,,2.2557101249694824,64
65,2.319021224975586,,65
65,,2.2542364597320557,65
66,2.3169198036193848,,66
66,,2.2527480125427246,66
67,2.314868688583374,,67
67,,2.2512600421905518,67
68,2.3128654956817627,,68
68,,2.2497787475585938,68
69,2.310906171798706,,69
69,,2.248283624649048,69
70,2.30898380279541,,70
70,,2.246769428253174,70
71,2.307101011276245,,71
71,,2.24525785446167,71
72,2.3052616119384766,,72
72,,2.243752956390381,72
73,2.303457498550415,,73
73,,2.2422471046447754,73
74,2.3016908168792725,,74
74,,2.240736484527588,74
75,2.299957036972046,,75
75,,2.239231586456299,75
76,2.298257827758789,,76
76,,2.2377350330352783,76
77,2.296586751937866,,77
77,,2.2362520694732666,77
78,2.2949483394622803,,78
78,,2.234783887863159,78
79,2.293346643447876,,79
79,,2.2333192825317383,79
80,2.2917838096618652,,80
80,,2.2318544387817383,80
81,2.2902588844299316,,81
81,,2.230405807495117,81
82,2.2887654304504395,,82
82,,2.2289786338806152,82
83,2.287294387817383,,83
83,,2.227560043334961,83
84,2.2858543395996094,,84
84,,2.2261595726013184,84
85,2.284438133239746,,85
85,,2.224783420562744,85
86,2.2830469608306885,,86
86,,2.2234320640563965,86
87,2.281677722930908,,87
87,,2.222105026245117,87
88,2.280329942703247,,88
88,,2.2208101749420166,88
89,2.279000997543335,,89
89,,2.219552993774414,89
90,2.277688980102539,,90
90,,2.2183356285095215,90
91,2.2763946056365967,,91
91,,2.2171552181243896,91
92,2.275116205215454,,92
92,,2.215999126434326,92
93,2.273854970932007,,93
93,,2.214872121810913,93
94,2.2726082801818848,,94
94,,2.2137699127197266,94
95,2.2713778018951416,,95
95,,2.212690591812134,95
96,2.2701613903045654,,96
96,,2.2116434574127197,96
97,2.2689614295959473,,97
97,,2.210629940032959,97
98,2.267777442932129,,98
98,,2.2096431255340576,98
99,2.2666079998016357,,99
99,,2.2086801528930664,99
100,2.2654542922973633,,100
100,,2.2077314853668213,100
101,2.2643189430236816,,101
101,,2.2067930698394775,101
102,2.263195276260376,,102
102,,2.205864667892456,102
103,2.2620837688446045,,103
103,,2.204946756362915,103
104,2.2609832286834717,,104
104,,2.2040393352508545,104
105,2.259894609451294,,105
105,,2.203141212463379,105
106,2.2588164806365967,,106
106,,2.202254056930542,106
107,2.2577507495880127,,107
