epoch,outcome_train_loss,outcome_val_loss,step
0,1.5975556373596191,,0
0,,1.5781141519546509,0
1,1.595394492149353,,1
1,,1.5761793851852417,1
2,1.5932369232177734,,2
2,,1.5742483139038086,2
3,1.5910825729370117,,3
3,,1.5723204612731934,3
4,1.588931679725647,,4
4,,1.5703954696655273,4
5,1.5867843627929688,,5
5,,1.5684739351272583,5
6,1.5846405029296875,,6
6,,1.5665556192398071,6
7,1.5825002193450928,,7
7,,1.5646406412124634,7
8,1.5803632736206055,,8
8,,1.5627288818359375,8
9,1.5782302618026733,,9
9,,1.560820460319519,9
10,1.5761007070541382,,10
10,,1.5589148998260498,10
11,1.573974609375,,11
11,,1.5570130348205566,11
12,1.571852207183838,,12
12,,1.5551141500473022,12
13,1.5697330236434937,,13
13,,1.5532187223434448,13
14,1.5676175355911255,,14
14,,1.551326036453247,14
15,1.5655053853988647,,15
15,,1.5494366884231567,15
16,1.563396692276001,,16
16,,1.5475503206253052,16
17,1.561291217803955,,17
17,,1.5456669330596924,17
18,1.5591888427734375,,18
18,,1.5437864065170288,18
19,1.5570895671844482,,19
19,,1.5419087409973145,19
20,1.5549936294555664,,20
20,,1.5400336980819702,20
21,1.5529001951217651,,21
21,,1.538161277770996,21
22,1.5508102178573608,,22
22,,1.536291480064392,22
23,1.548722505569458,,23
23,,1.5344241857528687,23
24,1.5466376543045044,,24
24,,1.5325592756271362,24
25,1.5445555448532104,,25
25,,1.5306966304779053,25
26,1.542475700378418,,26
26,,1.5288361310958862,26
27,1.5403985977172852,,27
27,,1.5269776582717896,27
28,1.5383235216140747,,28
28,,1.5251214504241943,28
29,1.5362508296966553,,29
29,,1.5232670307159424,29
30,1.5341800451278687,,30
30,,1.5214145183563232,30
31,1.5321112871170044,,31
31,,1.5195637941360474,31
32,1.5300445556640625,,32
32,,1.517714500427246,32
33,1.5279796123504639,,33
33,,1.515866994857788,33
34,1.5259164571762085,,34
34,,1.5140208005905151,34
35,1.5238549709320068,,35
35,,1.512176275253296,35
36,1.5217952728271484,,36
36,,1.5103330612182617,36
37,1.5197365283966064,,37
37,,1.5084906816482544,37
38,1.5176796913146973,,38
38,,1.5066498517990112,38
39,1.515623688697815,,39
39,,1.5048102140426636,39
40,1.5135691165924072,,40
40,,1.5029714107513428,40
41,1.5115156173706055,,41
41,,1.501133680343628,41
42,1.5094634294509888,,42
42,,1.4992969036102295,42
43,1.507412075996399,,43
43,,1.4974606037139893,43
44,1.5053616762161255,,44
44,,1.495625615119934,44
45,1.5033122301101685,,45
45,,1.4937912225723267,45
46,1.5012633800506592,,46
46,,1.4919573068618774,46
47,1.4992154836654663,,47
47,,1.490124225616455,47
48,1.4971683025360107,,48
48,,1.48829185962677,48
49,1.495121717453003,,49
49,,1.4864598512649536,49
50,1.4930757284164429,,50
50,,1.4846282005310059,50
51,1.4910305738449097,,51
51,,1.482797384262085,51
52,1.488985538482666,,52
52,,1.4809669256210327,52
53,1.4869410991668701,,53
53,,1.4791368246078491,53
54,1.484897255897522,,54
54,,1.4773070812225342,54
55,1.482853889465332,,55
55,,1.4754778146743774,55
56,1.4808109998703003,,56
56,,1.4736491441726685,56
57,1.478768229484558,,57
57,,1.4718204736709595,57
58,1.4767260551452637,,58
58,,1.4699923992156982,58
59,1.4746841192245483,,59
59,,1.4681642055511475,59
60,1.4726425409317017,,60
60,,1.4663364887237549,60
61,1.4706014394760132,,61
61,,1.4645094871520996,61
62,1.4685605764389038,,62
62,,1.4626824855804443,62
63,1.4665201902389526,,63
63,,1.4608559608459473,63
64,1.4644798040390015,,64
64,,1.4590294361114502,64
