epoch,outcome_train_loss,outcome_val_loss,step
0,1.760525107383728,,0
0,,1.6893794536590576,0
1,1.7596516609191895,,1
1,,1.6885746717453003,1
2,1.7587897777557373,,2
2,,1.6877812147140503,2
3,1.7579399347305298,,3
3,,1.6869995594024658,3
4,1.757102131843567,,4
4,,1.6862295866012573,4
5,1.7562766075134277,,5
5,,1.6854714155197144,5
6,1.7554632425308228,,6
6,,1.6847251653671265,6
7,1.7546626329421997,,7
7,,1.6839905977249146,7
8,1.7538740634918213,,8
8,,1.6832685470581055,8
9,1.7530980110168457,,9
9,,1.6825581789016724,9
10,1.7523349523544312,,10
10,,1.6818599700927734,10
11,1.7515840530395508,,11
11,,1.6811739206314087,11
12,1.7508461475372314,,12
12,,1.6805001497268677,12
13,1.7501208782196045,,13
13,,1.6798381805419922,13
14,1.74940824508667,,14
14,,1.6791883707046509,14
15,1.7487086057662964,,15
15,,1.6785506010055542,15
16,1.7480213642120361,,16
16,,1.6779249906539917,16
17,1.7473466396331787,,17
17,,1.6773115396499634,17
18,1.7466847896575928,,18
18,,1.676709771156311,18
19,1.7460356950759888,,19
19,,1.6761201620101929,19
20,1.745398759841919,,20
20,,1.6755419969558716,20
21,1.7447746992111206,,21
21,,1.6749757528305054,21
22,1.7441625595092773,,22
22,,1.6744213104248047,22
23,1.7435630559921265,,23
23,,1.6738781929016113,23
24,1.7429753541946411,,24
24,,1.6733466386795044,24
25,1.7424004077911377,,25
25,,1.6728265285491943,25
26,1.7418371438980103,,26
26,,1.672317624092102,26
27,1.7412856817245483,,27
27,,1.6718196868896484,27
28,1.7407461404800415,,28
28,,1.6713327169418335,28
29,1.7402184009552002,,29
29,,1.6708570718765259,29
30,1.7397018671035767,,30
30,,1.6703917980194092,30
31,1.739197015762329,,31
31,,1.669937252998352,31
32,1.7387033700942993,,32
32,,1.6694929599761963,32
33,1.7382206916809082,,33
33,,1.6690595149993896,33
34,1.7377492189407349,,34
34,,1.6686357259750366,34
35,1.7372887134552002,,35
35,,1.668222188949585,35
36,1.7368385791778564,,36
36,,1.667818546295166,36
37,1.7363991737365723,,37
37,,1.6674246788024902,37
38,1.735970139503479,,38
38,,1.667040228843689,38
39,1.735551118850708,,39
39,,1.6666655540466309,39
