epoch,outcome_train_loss,outcome_val_loss,step
0,1.7887200117111206,,0
0,,1.8498605489730835,0
1,1.7873220443725586,,1
1,,1.8484238386154175,1
2,1.7859355211257935,,2
2,,1.846998691558838,2
3,1.7845606803894043,,3
3,,1.845585584640503,3
4,1.7831975221633911,,4
4,,1.8441845178604126,4
5,1.7818464040756226,,5
5,,1.842795729637146,5
6,1.7805073261260986,,6
6,,1.8414193391799927,6
7,1.7791801691055298,,7
7,,1.8400554656982422,7
8,1.7778655290603638,,8
8,,1.8387043476104736,8
9,1.7765631675720215,,9
9,,1.8373656272888184,9
