epoch,exposure_train_loss,exposure_val_loss,step
0,2.695777654647827,,0
0,,2.557974100112915,0
1,2.6831214427948,,1
1,,2.5599279403686523,1
2,2.670717716217041,,2
2,,2.5615251064300537,2
3,2.6585168838500977,,3
3,,2.562746524810791,3
4,2.6465468406677246,,4
4,,2.5635616779327393,4
5,2.6348519325256348,,5
5,,2.5639841556549072,5
6,2.623443841934204,,6
6,,2.5639781951904297,6
7,2.6123321056365967,,7
7,,2.563534736633301,7
8,2.6014621257781982,,8
8,,2.5626490116119385,8
9,2.5909130573272705,,9
9,,2.561295509338379,9
10,2.580624580383301,,10
10,,2.5594520568847656,10
11,2.570615291595459,,11
11,,2.5571274757385254,11
12,2.5608625411987305,,12
12,,2.554333209991455,12
13,2.5513651371002197,,13
13,,2.551100969314575,13
14,2.5421414375305176,,14
14,,2.5473954677581787,14
15,2.533205986022949,,15
15,,2.5432589054107666,15
16,2.5245413780212402,,16
16,,2.5386836528778076,16
17,2.5161399841308594,,17
17,,2.533673048019409,17
