epoch,outcome_train_loss,outcome_val_loss,step
0,1.7183547019958496,,0
0,,1.7199537754058838,0
1,1.716647744178772,,1
1,,1.7182012796401978,1
2,1.714944839477539,,2
2,,1.7164530754089355,2
3,1.7132461071014404,,3
3,,1.714708685874939,3
4,1.7115514278411865,,4
4,,1.7129687070846558,4
5,1.7098605632781982,,5
5,,1.7112327814102173,5
6,1.7081739902496338,,6
6,,1.7095011472702026,6
7,1.7064915895462036,,7
7,,1.7077735662460327,7
8,1.7048131227493286,,8
8,,1.7060502767562866,8
9,1.703138828277588,,9
9,,1.7043310403823853,9
10,1.7014687061309814,,10
10,,1.7026162147521973,10
11,1.6998027563095093,,11
11,,1.7009057998657227,11
12,1.6981407403945923,,12
12,,1.6991995573043823,12
13,1.6964828968048096,,13
13,,1.6974973678588867,13
14,1.6948292255401611,,14
14,,1.695799469947815,14
15,1.6931798458099365,,15
15,,1.6941059827804565,15
16,1.691534161567688,,16
16,,1.6924163103103638,16
17,1.6898930072784424,,17
17,,1.6907312870025635,17
18,1.6882555484771729,,18
18,,1.6890500783920288,18
19,1.686621904373169,,19
19,,1.6873726844787598,19
20,1.6849923133850098,,20
20,,1.6856998205184937,20
21,1.6833666563034058,,21
21,,1.6840307712554932,21
22,1.6817448139190674,,22
22,,1.6823657751083374,22
23,1.6801267862319946,,23
23,,1.6807044744491577,23
24,1.6785123348236084,,24
24,,1.679046869277954,24
25,1.6769015789031982,,25
25,,1.6773930788040161,25
26,1.6752939224243164,,26
26,,1.6757428646087646,26
27,1.6736900806427002,,27
27,,1.6740963459014893,27
28,1.6720895767211914,,28
28,,1.6724531650543213,28
29,1.670492172241211,,29
29,,1.6708134412765503,29
30,1.6688979864120483,,30
30,,1.6691770553588867,30
31,1.6673070192337036,,31
31,,1.6675437688827515,31
32,1.6657190322875977,,32
32,,1.665913701057434,32
33,1.6641336679458618,,33
33,,1.6642866134643555,33
34,1.6625512838363647,,34
34,,1.6626626253128052,34
35,1.6609716415405273,,35
35,,1.6610413789749146,35
36,1.6593945026397705,,36
36,,1.659422516822815,36
37,1.6578199863433838,,37
37,,1.6578067541122437,37
38,1.6562477350234985,,38
38,,1.6561933755874634,38
39,1.6546777486801147,,39
39,,1.6545823812484741,39
40,1.6531100273132324,,40
40,,1.652974009513855,40
41,1.651544213294983,,41
41,,1.6513677835464478,41
42,1.6499804258346558,,42
42,,1.6497634649276733,42
43,1.648418664932251,,43
43,,1.6481616497039795,43
44,1.6468584537506104,,44
44,,1.6465615034103394,44
45,1.6452997922897339,,45
45,,1.6449635028839111,45
46,1.6437431573867798,,46
46,,1.643367052078247,46
47,1.6421877145767212,,47
47,,1.6417726278305054,47
48,1.6406335830688477,,48
48,,1.6401793956756592,48
49,1.6390807628631592,,49
49,,1.6385878324508667,49
50,1.6375291347503662,,50
50,,1.6369976997375488,50
51,1.6359783411026,,51
51,,1.635408878326416,51
52,1.6344287395477295,,52
52,,1.6338212490081787,52
53,1.6328798532485962,,53
53,,1.6322346925735474,53
54,1.6313320398330688,,54
54,,1.630649209022522,54
55,1.6297847032546997,,55
55,,1.6290647983551025,55
56,1.6282376050949097,,56
56,,1.6274811029434204,56
57,1.6266915798187256,,57
57,,1.6258982419967651,57
58,1.625145673751831,,58
58,,1.6243159770965576,58
59,1.623599886894226,,59
59,,1.6227344274520874,59
60,1.6220543384552002,,60
60,,1.6211531162261963,60
61,1.6205092668533325,,61
61,,1.6195722818374634,61
62,1.6189638376235962,,62
62,,1.6179920434951782,62
63,1.6174184083938599,,63
63,,1.6164119243621826,63
64,1.6158727407455444,,64
64,,1.6148316860198975,64
65,1.6143271923065186,,65
65,,1.613251805305481,65
66,1.6127809286117554,,66
66,,1.6116719245910645,66
67,1.611234426498413,,67
67,,1.6100916862487793,67
68,1.6096874475479126,,68
68,,1.6085114479064941,68
69,1.608139991760254,,69
69,,1.6069309711456299,69
70,1.6065915822982788,,70
70,,1.605350136756897,70
71,1.605042815208435,,71
71,,1.6037688255310059,71
72,1.6034932136535645,,72
72,,1.602187156677246,72
73,1.601942539215088,,73
73,,1.600604772567749,73
74,1.600390911102295,,74
74,,1.5990221500396729,74
75,1.5988383293151855,,75
75,,1.5974383354187012,75
76,1.5972845554351807,,76
76,,1.5958541631698608,76
77,1.5957298278808594,,77
77,,1.5942689180374146,77
78,1.594173789024353,,78
78,,1.592682957649231,78
79,1.5926165580749512,,79
79,,1.5910959243774414,79
80,1.5910578966140747,,80
80,,1.589507818222046,80
81,1.5894979238510132,,81
81,,1.5879185199737549,81
82,1.5879361629486084,,82
82,,1.5863285064697266,82
83,1.5863730907440186,,83
83,,1.584736943244934,83
84,1.5848084688186646,,84
84,,1.583144187927246,84
85,1.5832420587539673,,85
85,,1.581550121307373,85
86,1.5816739797592163,,86
86,,1.5799546241760254,86
87,1.580104112625122,,87
87,,1.5783576965332031,87
88,1.578532338142395,,88
88,,1.5767590999603271,88
89,1.5769590139389038,,89
89,,1.5751593112945557,89
90,1.5753834247589111,,90
90,,1.5735576152801514,90
91,1.5738060474395752,,91
91,,1.571954607963562,91
92,1.5722264051437378,,92
92,,1.5703495740890503,92
93,1.5706448554992676,,93
93,,1.5687429904937744,93
94,1.569061040878296,,94
94,,1.5671344995498657,94
95,1.5674753189086914,,95
95,,1.5655242204666138,95
96,1.5658870935440063,,96
96,,1.5639121532440186,96
97,1.5642967224121094,,97
97,,1.5622981786727905,97
98,1.5627039670944214,,98
98,,1.560681939125061,98
99,1.561109185218811,,99
99,,1.5590639114379883,99
100,1.559511661529541,,100
100,,1.5574438571929932,100
101,1.5579121112823486,,101
101,,1.555821418762207,101
102,1.556309700012207,,102
102,,1.5541973114013672,102
103,1.5547049045562744,,103
103,,1.5525708198547363,103
104,1.5530978441238403,,104
104,,1.5509421825408936,104
105,1.551487922668457,,105
105,,1.5493111610412598,105
106,1.5498754978179932,,106
106,,1.5476781129837036,106
107,1.5482606887817383,,107
107,,1.5460426807403564,107
108,1.5466428995132446,,108
108,,1.5444049835205078,108
109,1.5450228452682495,,109
109,,1.5427647829055786,109
110,1.5433995723724365,,110
110,,1.5411224365234375,110
111,1.5417739152908325,,111
111,,1.5394775867462158,111
112,1.5401453971862793,,112
112,,1.537830114364624,112
113,1.5385140180587769,,113
113,,1.5361804962158203,113
114,1.5368802547454834,,114
114,,1.534528374671936,114
115,1.5352431535720825,,115
115,,1.5328733921051025,115
116,1.5336031913757324,,116
116,,1.5312162637710571,116
117,1.5319609642028809,,117
117,,1.5295566320419312,117
118,1.5303152799606323,,118
118,,1.5278942584991455,118
119,1.5286669731140137,,119
119,,1.5262295007705688,119
120,1.5270158052444458,,120
120,,1.5245620012283325,120
121,1.5253615379333496,,121
121,,1.522891879081726,121
122,1.5237042903900146,,122
122,,1.5212193727493286,122
123,1.52204430103302,,123
123,,1.5195441246032715,123
124,1.5203815698623657,,124
124,,1.5178662538528442,124
125,1.5187153816223145,,125
125,,1.5161858797073364,125
126,1.517046332359314,,126
126,,1.5145028829574585,126
127,1.5153745412826538,,127
127,,1.5128170251846313,127
128,1.5136995315551758,,128
128,,1.511128544807434,128
129,1.512021780014038,,129
129,,1.5094376802444458,129
130,1.5103408098220825,,130
130,,1.5077439546585083,130
131,1.5086570978164673,,131
131,,1.5060474872589111,131
132,1.5069701671600342,,132
132,,1.5043485164642334,132
133,1.5052804946899414,,133
133,,1.502646803855896,133
134,1.5035876035690308,,134
134,,1.5009422302246094,134
135,1.5018919706344604,,135
135,,1.4992353916168213,135
136,1.5001929998397827,,136
136,,1.4975254535675049,136
137,1.4984911680221558,,137
137,,1.4958134889602661,137
138,1.4967865943908691,,138
138,,1.494098424911499,138
139,1.4950789213180542,,139
139,,1.4923808574676514,139
140,1.4933682680130005,,140
140,,1.4906607866287231,140
141,1.4916549921035767,,141
141,,1.4889380931854248,141
142,1.4899382591247559,,142
142,,1.4872127771377563,142
143,1.4882190227508545,,143
143,,1.4854847192764282,143
144,1.4864966869354248,,144
144,,1.4837543964385986,144
145,1.484771490097046,,145
145,,1.4820213317871094,145
146,1.4830436706542969,,146
146,,1.48028564453125,146
147,1.48131263256073,,147
147,,1.4785476922988892,147
148,1.4795790910720825,,148
148,,1.4768069982528687,148
149,1.4778424501419067,,149
149,,1.4750641584396362,149
150,1.4761035442352295,,150
150,,1.4733186960220337,150
151,1.4743613004684448,,151
151,,1.4715708494186401,151
152,1.4726166725158691,,152
152,,1.469820499420166,152
153,1.4708693027496338,,153
153,,1.46806800365448,153
154,1.4691191911697388,,154
154,,1.4663130044937134,154
155,1.4673665761947632,,155
155,,1.4645558595657349,155
156,1.465611219406128,,156
156,,1.4627962112426758,156
157,1.4638532400131226,,157
157,,1.4610345363616943,157
158,1.4620927572250366,,158
158,,1.4592704772949219,158
159,1.4603298902511597,,159
159,,1.457504391670227,159
160,1.4585646390914917,,160
160,,1.4557360410690308,160
161,1.4567965269088745,,161
161,,1.4539657831192017,161
162,1.455026388168335,,162
162,,1.4521931409835815,162
163,1.4532537460327148,,163
163,,1.4504188299179077,163
164,1.4514788389205933,,164
164,,1.448642373085022,164
165,1.4497017860412598,,165
165,,1.4468638896942139,165
166,1.4479223489761353,,166
166,,1.4450836181640625,166
167,1.4461407661437988,,167
167,,1.4433015584945679,167
168,1.4443570375442505,,168
168,,1.44151771068573,168
169,1.4425711631774902,,169
169,,1.439732313156128,169
170,1.4407833814620972,,170
170,,1.437944769859314,170
171,1.4389936923980713,,171
171,,1.4361557960510254,171
172,1.4372018575668335,,172
172,,1.4343652725219727,172
173,1.435408353805542,,173
173,,1.4325729608535767,173
174,1.4336129426956177,,174
174,,1.4307794570922852,174
175,1.4318158626556396,,175
175,,1.4289844036102295,175
176,1.4300168752670288,,176
176,,1.4271880388259888,176
177,1.4282164573669434,,177
177,,1.4253902435302734,177
178,1.4264143705368042,,178
178,,1.4235912561416626,178
179,1.42461097240448,,179
179,,1.4217911958694458,179
180,1.4228057861328125,,180
180,,1.4199899435043335,180
181,1.420999526977539,,181
181,,1.4181874990463257,181
182,1.4191917181015015,,182
182,,1.4163841009140015,182
183,1.417382836341858,,183
183,,1.4145797491073608,183
184,1.4155727624893188,,184
184,,1.412774682044983,184
185,1.4137612581253052,,185
185,,1.4109687805175781,185
186,1.4119490385055542,,186
186,,1.409162163734436,186
187,1.4101358652114868,,187
187,,1.4073548316955566,187
188,1.408321738243103,,188
188,,1.4055469036102295,188
189,1.4065067768096924,,189
189,,1.4037386178970337,189
190,1.4046911001205444,,190
190,,1.4019298553466797,190
191,1.4028747081756592,,191
191,,1.4001206159591675,191
192,1.4010579586029053,,192
192,,1.3983112573623657,192
193,1.3992406129837036,,193
193,,1.3965016603469849,193
194,1.3974229097366333,,194
194,,1.3946917057037354,194
195,1.3956046104431152,,195
195,,1.3928821086883545,195
196,1.3937863111495972,,196
196,,1.391072392463684,196
197,1.3919677734375,,197
197,,1.3892629146575928,197
198,1.3901492357254028,,198
198,,1.387453556060791,198
199,1.3883305788040161,,199
199,,1.3856446743011475,199
200,1.386512041091919,,200
200,,1.3838359117507935,200
201,1.38469398021698,,201
201,,1.3820276260375977,201
202,1.382875919342041,,202
202,,1.3802201747894287,202
203,1.3810585737228394,,203
203,,1.378413438796997,203
204,1.3792415857315063,,204
204,,1.3766072988510132,204
205,1.377424955368042,,205
205,,1.3748018741607666,205
206,1.375609040260315,,206
206,,1.372997760772705,206
207,1.3737940788269043,,207
207,,1.3711943626403809,207
208,1.371979832649231,,208
208,,1.3693922758102417,208
209,1.3701666593551636,,209
209,,1.3675912618637085,209
210,1.3683546781539917,,210
210,,1.36579167842865,210
211,1.3665434122085571,,211
211,,1.363993525505066,211
212,1.3647339344024658,,212
212,,1.3621968030929565,212
213,1.36292564868927,,213
213,,1.3604018688201904,213
214,1.3611186742782593,,214
214,,1.358608603477478,214
215,1.3593133687973022,,215
215,,1.3568172454833984,215
216,1.357509970664978,,216
216,,1.3550277948379517,216
217,1.3557080030441284,,217
217,,1.3532402515411377,217
218,1.3539081811904907,,218
218,,1.3514548540115356,218
219,1.3521103858947754,,219
219,,1.349671721458435,219
220,1.3503146171569824,,220
220,,1.347891092300415,220
221,1.3485209941864014,,221
221,,1.346112847328186,221
222,1.3467298746109009,,222
222,,1.3443372249603271,222
223,1.344941258430481,,223
223,,1.3425639867782593,223
224,1.3431549072265625,,224
