epoch,outcome_train_loss,outcome_val_loss,step
0,1.650261402130127,,0
0,,1.5972765684127808,0
1,1.6481373310089111,,1
1,,1.5952763557434082,1
2,1.6460169553756714,,2
2,,1.5932799577713013,2
3,1.6439003944396973,,3
3,,1.5912874937057495,3
4,1.641787052154541,,4
4,,1.5892986059188843,4
5,1.6396777629852295,,5
5,,1.5873135328292847,5
6,1.6375724077224731,,6
6,,1.5853325128555298,6
7,1.6354708671569824,,7
7,,1.5833553075790405,7
8,1.6333733797073364,,8
8,,1.581382155418396,8
9,1.6312795877456665,,9
9,,1.579412579536438,9
