epoch,outcome_train_loss,outcome_val_loss,step
0,1.686545968055725,,0
0,,1.8498656749725342,0
1,1.6861035823822021,,1
1,,1.8492546081542969,1
2,1.6856740713119507,,2
2,,1.8486562967300415,2
3,1.6852576732635498,,3
3,,1.848071575164795,3
4,1.68485426902771,,4
4,,1.8475000858306885,4
5,1.6844640970230103,,5
5,,1.8469421863555908,5
6,1.6840873956680298,,6
6,,1.8463984727859497,6
7,1.6837238073349,,7
7,,1.8458685874938965,7
8,1.6833735704421997,,8
8,,1.8453526496887207,8
9,1.6830365657806396,,9
9,,1.844850778579712,9
