epoch,exposure_train_loss,exposure_val_loss,step
0,2.8274543285369873,,0
0,,2.671839952468872,0
1,2.8167285919189453,,1
1,,2.666870594024658,1
2,2.80619215965271,,2
2,,2.6618146896362305,2
3,2.795841932296753,,3
3,,2.656658887863159,3
4,2.785684585571289,,4
4,,2.6513774394989014,4
5,2.7757387161254883,,5
5,,2.64597225189209,5
6,2.7660226821899414,,6
6,,2.640437126159668,6
7,2.7565393447875977,,7
7,,2.634763479232788,7
8,2.747291088104248,,8
8,,2.62894868850708,8
9,2.7382876873016357,,9
9,,2.623023509979248,9
